,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.060406152726082955,0.7751398735408755,0.40198372133133364,0.7752761397059955,0.4238922994838177,1.0023596474448624
Test,0.06988306879914193,0.9382541203336595,0.12310969317798548,0.9348792997148432,0.3995839491840962,1.0019541434737136
