,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.07242987407086778,2.3388816125728145,0.8394893810322117,2.338881612572815,5.348893592208313,5.837896012982625,0.9162365311600559
Test,0.08755257675648942,2.828422955349444,0.752251276981798,2.8274918343560573,4.66177643366515,5.682489487615398,0.8687669901381123
