,Tree depth,No.Estimators,Train MAPE,Train RMSE,Train R2,Train CRMSD,Train data based prediction,Train data Standard Deviation
0,1,1,0.20984444306484595,6.0433120288417,0.0013333944770462791,6.139428038309921,0.005431631355662258,6.04734512200944
1,1,1401,0.11272671480431684,3.284057540903469,0.7050882971424399,3.2838250973728975,3.4932039744663492,6.04734512200944
2,1,2801,0.09047554861572252,2.633989220428022,0.8102863946312312,2.6338413369676443,4.8106104862419645,6.04734512200944
3,1,4201,0.08462486704385697,2.487713714458122,0.830772362408002,2.4880007807439357,5.196523357163528,6.04734512200944
4,1,5601,0.0809558724978508,2.4073624252851977,0.8415276689127885,2.4091719121291693,5.292786100869338,6.04734512200944
5,1,7001,0.07940716833894514,2.3450445983931805,0.8496260166391997,2.3476924338677274,5.328942495738047,6.04734512200944
6,1,8401,0.07754651999915536,2.2777106100952538,0.8581375092561181,2.280469438496231,5.348596163133521,6.04734512200944
7,1,9801,0.07583998585799351,2.2253604894229704,0.8645836084204743,2.226576114911935,5.398113185916388,6.04734512200944
8,1,11201,0.07364813537929536,2.1598293573785066,0.8724415095722553,2.16238390627913,5.42396438958056,6.04734512200944
9,1,12601,0.07242615456471622,2.1109579000679437,0.8781488492245052,2.1146488233258065,5.404851041845744,6.04734512200944
10,2,1,0.20978276085863926,6.041963363194287,0.001779082884240446,6.138666861859595,0.006730295193244497,6.04734512200944
11,2,1401,0.10119041283246097,2.8923283826316197,0.7712475839444112,2.947061986434386,3.9646800904250172,6.04734512200944
12,2,2801,0.08081793146343928,2.3164080379272787,0.8532761826817266,2.329926159649708,4.94053819737095,6.04734512200944
13,2,4201,0.07139509141986589,2.0719906543990207,0.8826059527728145,2.0753053601542972,5.24314833196429,6.04734512200944
14,2,5601,0.06471534254012633,1.8738656967489218,0.9039831590748848,1.8753813678151847,5.381092593959287,6.04734512200944
15,2,7001,0.059377512419255166,1.7138494778065425,0.9196814528687166,1.714261648291826,5.471139253716265,6.04734512200944
16,2,8401,0.05457973799604648,1.566695771709218,0.932881872212432,1.5673120194245433,5.533577819874253,6.04734512200944
17,2,9801,0.05042999530209448,1.4388803036471718,0.9433865232741502,1.4389156897313389,5.563341190574603,6.04734512200944
18,2,11201,0.04643207997862495,1.3210298139748387,0.952280517044841,1.3214929481896407,5.618961118977823,6.04734512200944
19,2,12601,0.043258149027496536,1.2248100177263883,0.9589788387365249,1.2253231624808747,5.641037343175773,6.04734512200944
20,3,1,0.20979507551948628,6.041919747467263,0.001793494747162172,6.138680784206474,0.006343949723840055,6.04734512200944
21,3,1401,0.09591265897345874,2.6925662537016857,0.8017545228968979,2.7108385619647466,3.94355252487474,6.04734512200944
22,3,2801,0.06715511223400512,1.9276483639479494,0.89839241736893,1.9319811151286204,5.083588317506487,6.04734512200944
23,3,4201,0.0558735648939093,1.6149915122234648,0.9286800583195192,1.6168266553017336,5.394169845922478,6.04734512200944
24,3,5601,0.04848609510841875,1.3904243587394496,0.9471353664502035,1.3925868347418466,5.534689135036574,6.04734512200944
25,3,7001,0.04202723687738546,1.2022572856553269,0.9604755963333662,1.2048594817661509,5.6103811329897635,6.04734512200944
26,3,8401,0.03688348935479192,1.0421510697618397,0.9703016823347884,1.0454904154094364,5.672461530837114,6.04734512200944
27,3,9801,0.032473098247940035,0.9195203433227589,0.9768797154458696,0.921699053356091,5.715841580823987,6.04734512200944
28,3,11201,0.02877253038311176,0.810626246352177,0.9820315004403604,0.8154182075977602,5.760364371272094,6.04734512200944
29,3,12601,0.02582485598731656,0.7192668304610692,0.9858534494141826,0.7244169064687977,5.781305848780317,6.04734512200944
30,4,1,0.20981685735592065,6.041864000660395,0.0018119149085913389,6.138304514092738,0.006376029785838425,6.04734512200944
31,4,1401,0.08967241778010002,2.540651825833447,0.8234934620249221,2.564756076065377,4.0181183851295215,6.04734512200944
32,4,2801,0.058508265905142035,1.6941550767641946,0.9215167797890431,1.699772145747404,5.1248773291404035,6.04734512200944
33,4,4201,0.04591867949238866,1.3371034553350072,0.9511121978388438,1.3425198356010386,5.4614217949044965,6.04734512200944
34,4,5601,0.03770687358501019,1.0917347784601958,0.9674084675105863,1.098737051483528,5.6236285465556035,6.04734512200944
35,4,7001,0.03134681438447084,0.9036662969507341,0.9776701060064562,0.9108642864847145,5.7212001106384935,6.04734512200944
36,4,8401,0.026240076347928378,0.7503579201386072,0.9846040166455301,0.7608981939985561,5.76133341777527,6.04734512200944
37,4,9801,0.022306529801227874,0.6264808486564671,0.9892678659266889,0.6405032262603033,5.814784712236535,6.04734512200944
38,4,11201,0.018776812610821817,0.532004529642661,0.9922607094552656,0.5460868712334648,5.850830343589819,6.04734512200944
39,4,12601,0.01558275815694417,0.44099307329810544,0.994682175175316,0.46196737883209643,5.886126584163234,6.04734512200944
