,Train RMSE,Validation RMSE,Train MAPE,Validation MAPE
0,22.537924,24.033218,0.33124395211537677,0.9936576187610626
1,21.960619,23.435917,0.330564022064209,0.9923213124275208
2,21.650932,23.849495,0.3299766580263774,0.991486519575119
3,22.24613,24.451954,0.33001206318537396,0.9911444187164307
4,23.010874,24.046005,0.3303157488505046,0.9904361963272095
5,23.071907,23.651386,0.32994375626246136,0.9897428154945374
6,23.92305,23.240124,0.3301394780476888,0.9890202283859253
7,23.432634,23.921463,0.3299721876780192,0.989178329706192
8,24.206018,23.412964,0.33002154032389325,0.9884713888168335
9,22.359232,23.535263,0.3291263182957967,0.9881141781806946
10,23.355042,23.59572,0.3292125066121419,0.9877541363239288
11,23.727839,23.62086,0.32877008120218915,0.9873607754707336
12,21.817762,23.310223,0.3281732400258382,0.9866388738155365
13,23.333084,24.153337,0.32891855637232464,0.9866223931312561
14,23.211897,23.799698,0.32863469918568927,0.9860011339187622
15,22.968916,24.089256,0.3283371726671855,0.985498458147049
16,22.788147,23.842041,0.32843899726867676,0.9849031567573547
17,22.560377,23.897808,0.3274952967961629,0.9842827618122101
18,24.17484,23.789728,0.32824838161468506,0.9836680889129639
19,22.238688,23.581903,0.32741183042526245,0.9826960563659668
20,22.083715,24.038813,0.3269369602203369,0.9823077917098999
21,22.304817,23.544388,0.3263126611709595,0.9812479317188263
22,22.022429,22.997452,0.3263666232426961,0.9798087477684021
23,21.73709,23.939777,0.3253256479899089,0.9797958731651306
24,22.923422,22.928596,0.32613039016723633,0.9778222441673279
25,21.204582,23.642979,0.3238106568654378,0.9771539866924286
26,21.749397,23.804592,0.3244258562723796,0.9760497212409973
27,21.807444,23.359386,0.32443422079086304,0.9743390679359436
28,21.572096,22.561718,0.3229963183403015,0.9719480574131012
29,23.237885,23.531012,0.3246224721272786,0.9715339243412018
30,21.317282,23.559772,0.32167118787765503,0.9695587754249573
31,23.100214,23.947706,0.322844664255778,0.9677056968212128
32,21.303015,23.28582,0.31953513622283936,0.964325338602066
33,22.992964,23.782673,0.3212968707084656,0.9623365700244904
34,23.08912,23.010073,0.32110782464345294,0.9585606455802917
35,21.701708,23.466663,0.31694287061691284,0.9556689858436584
36,23.276361,22.740152,0.3194811940193176,0.951189249753952
37,21.939798,23.169373,0.3163667321205139,0.9473417699337006
38,22.691849,22.42161,0.31348586082458496,0.9411292374134064
39,23.14956,23.327282,0.31579134861628216,0.9370274245738983
40,22.033272,22.803827,0.30976661046346027,0.9293626248836517
41,21.305117,22.57523,0.3065599004427592,0.9213055670261383
42,19.246405,22.304821,0.2964132825533549,0.9123501479625702
43,20.443222,21.751713,0.2995673219362895,0.9013161361217499
44,19.715624,21.944403,0.2930365403493245,0.8910183310508728
45,20.999105,21.625774,0.29577579100926715,0.8775918781757355
46,20.858675,21.370243,0.2867396076520284,0.8629598915576935
47,21.142366,20.732666,0.289093812306722,0.846828430891037
48,19.289644,19.848839,0.2766954302787781,0.8245637118816376
49,20.58628,19.989313,0.2755820155143738,0.8069114089012146
50,19.475191,19.1114,0.26274285713831586,0.7802961468696594
51,17.884398,18.283867,0.2466474175453186,0.7508018314838409
52,18.1987,18.055157,0.24184354146321616,0.7230156660079956
53,17.499952,17.348274,0.24093457063039145,0.6908676028251648
54,15.878488,16.390766,0.21845601002375284,0.6530065536499023
55,16.962645,15.731033,0.22422699133555093,0.6157662868499756
56,14.374264,14.515505,0.1937943696975708,0.5644981265068054
57,14.266396,13.165342,0.1885647972424825,0.5122934877872467
58,10.918757,12.264128,0.12220009167989095,0.45208193361759186
59,9.937952,10.432768,0.1183413565158844,0.3769393712282181
60,8.71307,8.873009,0.09437540173530579,0.3020021617412567
61,8.485838,7.373744,0.09783059358596802,0.2380821704864502
62,6.1176453,5.69842,0.07118456065654755,0.16363145411014557
63,4.0305085,3.7787519,0.023883576194445293,0.12005705758929253
64,3.3019562,3.7482696,0.014684894432624182,0.1411217711865902
65,4.6373367,4.1874857,0.08819413185119629,0.1758127212524414
66,4.0076647,4.2483444,0.05075104037920634,0.17919929325580597
67,5.0364985,4.1236715,0.09937554597854614,0.17344609647989273
68,4.2917533,3.9542599,0.07181158661842346,0.16111800074577332
69,3.9265778,4.137158,0.05089046061038971,0.14192581921815872
70,4.518787,3.7183795,0.04096094270547231,0.1281728297472
71,3.095395,4.282059,0.013554433981577555,0.13546904176473618
72,3.5287507,4.009482,0.025372087955474854,0.1292547881603241
73,5.1076946,4.5632763,0.06905405720074971,0.14603149890899658
74,4.617642,4.3546863,0.06101742386817932,0.1385320946574211
75,4.778433,3.5258732,0.07276747624079387,0.12167796492576599
76,3.809573,3.8101914,0.0567667285601298,0.13865794241428375
77,4.712717,4.183355,0.07061194876829784,0.15341154485940933
78,3.8910134,4.0513067,0.05783674120903015,0.1419321820139885
79,3.4413826,3.9471338,0.029183782637119293,0.14686095714569092
80,3.7100618,3.970537,0.052947218219439186,0.13958186656236649
81,4.2306542,4.3726916,0.07361103097597758,0.14156441390514374
82,4.743274,3.916543,0.06993097066879272,0.13129964843392372
83,3.1159153,4.1662116,0.011497601866722107,0.13902433216571808
84,3.924488,4.372238,0.048390050729115806,0.1368459314107895
85,4.6866384,4.3122635,0.07154784103234609,0.14758988842368126
86,3.4182837,4.303382,0.030863697330156963,0.14926813542842865
87,3.4283316,3.7673192,0.027777922650178272,0.12921429052948952
88,3.8239975,3.8063598,0.04589283466339111,0.13430237397551537
89,3.330965,3.7044709,0.020774534593025844,0.1300027146935463
90,3.5664475,4.247642,0.042224268118540444,0.1479889452457428
91,4.510559,3.6926258,0.031428622702757515,0.13505901396274567
92,3.931866,4.1673675,0.04172977805137634,0.14282207190990448
93,3.6263416,3.6770356,0.03049163520336151,0.13869252428412437
94,3.650194,3.8663654,0.03488388657569885,0.14704732596874237
95,4.5399833,4.2678022,0.05795096357663473,0.1717890426516533
96,4.609671,4.122453,0.06422342856725057,0.15753072500228882
97,4.3976893,4.1319523,0.06470399598280589,0.1636040285229683
98,3.9640043,3.6309364,0.05321735143661499,0.14159628003835678
99,3.680436,3.956942,0.046127840876579285,0.1514628306031227
100,4.0527964,3.9319606,0.06089117626349131,0.1353432945907116
101,2.9727345,4.156594,0.008010555058717728,0.13938507437705994
102,3.491106,4.3062963,0.03364253044128418,0.12855065241456032
103,4.0031924,4.267836,0.04651361703872681,0.13896692544221878
104,3.7030675,4.615007,0.02658439924319585,0.14952042698860168
105,3.7730122,4.420592,0.020610096553961437,0.1438070796430111
106,3.8456726,4.1667094,0.0431725283463796,0.13553235679864883
107,3.6512585,3.7968075,0.047281816601753235,0.13698507100343704
108,4.4033127,4.073093,0.08061056832472484,0.1469181552529335
109,3.9274528,4.2223597,0.06661648551623027,0.1478491947054863
110,3.4897394,4.1812973,0.031145960092544556,0.14788758754730225
111,3.3265445,4.2563396,0.022319599986076355,0.1491709202528
112,4.3593154,3.8656614,0.053223222494125366,0.13158060982823372
113,3.472596,4.0767646,0.03192529579003652,0.14342885464429855
114,4.044481,3.9971795,0.0721223254998525,0.1368229165673256
115,3.6170597,3.9183195,0.04275072614351908,0.14678503572940826
116,4.5432544,4.2904544,0.05154416958491007,0.15909240767359734
117,3.6114438,4.0739145,0.047242820262908936,0.1401493102312088
118,3.5659955,3.730277,0.03244823217391968,0.1264430619776249
119,4.6676755,4.131347,0.09313287337621053,0.13418039679527283
120,4.4825473,4.149887,0.058493624130884804,0.13753538578748703
121,3.8783004,3.878677,0.028652871648470562,0.13820301741361618
122,4.257965,4.1633053,0.03535255789756775,0.1518007591366768
123,3.5212986,4.0041757,0.03315689663092295,0.1407671608030796
124,4.2477546,3.8326635,0.057532807191212974,0.1461147665977478
125,4.115863,3.7832074,0.0397586797674497,0.14597775787115097
126,3.8262727,4.089403,0.056965505083402,0.1592562198638916
127,3.6953144,3.935422,0.044337580601374306,0.1392328441143036
128,4.4406395,3.8142033,0.057361990213394165,0.13621973618865013
129,4.396872,4.2383986,0.03655967116355896,0.14626579731702805
130,4.393002,4.1539,0.05127467711766561,0.15071271359920502
131,4.3435364,3.974454,0.04553957283496857,0.14248447120189667
132,4.304706,4.216129,0.08164526025454204,0.15392153710126877
133,3.473769,4.0696025,0.03091662625471751,0.1601918786764145
134,4.1312137,3.892279,0.0738905668258667,0.14126943051815033
135,3.6628358,3.9820724,0.04784366488456726,0.13906621932983398
136,3.2055995,4.434476,0.015986339499553043,0.13633224368095398
137,3.8202121,4.511217,0.030075880388418835,0.14833244308829308
138,4.718162,4.4186363,0.08235872785250346,0.14076129347085953
139,3.36899,4.4025335,0.019989416003227234,0.14091799408197403
140,3.5594866,4.311927,0.02868104726076126,0.14598478004336357
141,3.5594375,4.029626,0.04103955626487732,0.13804231584072113
142,4.5039253,3.9766746,0.04040595392386118,0.1467895805835724
143,3.839199,4.156659,0.052201300859451294,0.14771965146064758
144,3.6233666,3.6054583,0.03288017213344574,0.1356513909995556
145,4.170801,3.9837213,0.05731703837712606,0.14786165207624435
146,3.5225961,3.9215083,0.026709191501140594,0.13515688851475716
147,4.274613,4.185832,0.049643884102503456,0.1532491222023964
148,3.7842,3.80554,0.04172550141811371,0.14584296941757202
149,3.8396294,3.7788918,0.047786722580591835,0.14253130555152893
150,3.4458573,4.097725,0.031180078784624737,0.14192090183496475
151,3.952138,4.0978208,0.06896599630514781,0.13624563813209534
152,4.430988,3.7239752,0.058528671662012734,0.12877554818987846
153,4.160212,4.263823,0.07353208462397258,0.14317373931407928
154,4.0160594,3.6938798,0.04350709915161133,0.12620558217167854
155,3.388551,4.2959127,0.021151791016260784,0.13769161701202393
156,3.6805785,4.010595,0.05252828200658163,0.1314925253391266
157,4.5872016,3.5736742,0.05114692449569702,0.12454194203019142
158,4.0977936,3.9402366,0.070186252395312,0.1376807913184166
159,4.5706315,3.8416638,0.053064694007237755,0.1401434913277626
160,3.619216,3.9279737,0.024829568962256115,0.14461836963891983
161,3.307006,4.048019,0.02606969823439916,0.14042963832616806
162,3.312392,4.031149,0.02265000840028127,0.15456915646791458
163,4.437165,4.016735,0.04332520067691803,0.14814278483390808
164,3.7053473,3.839901,0.04676962892214457,0.14350402355194092
165,4.45048,3.9789119,0.04305978616078695,0.1476663500070572
166,3.2673295,3.9434676,0.020425354441006977,0.1404152512550354
167,3.5209243,4.1747236,0.035127848386764526,0.14389979094266891
168,4.6791706,4.291001,0.07185589770476024,0.1428517997264862
169,4.307876,4.1414223,0.04657090206940969,0.14093219488859177
170,4.0953383,3.9164672,0.0727044939994812,0.13868718594312668
171,4.4632297,3.8247104,0.0593345562616984,0.1393897384405136
172,4.219873,4.191554,0.0461324950059255,0.15055262297391891
173,4.816076,3.932569,0.07458358506361644,0.15101567655801773
174,3.8823817,3.8851743,0.05785791575908661,0.14088099822402
175,4.0236835,3.7401474,0.06128700077533722,0.14600816369056702
176,3.5746486,4.184211,0.0348889430363973,0.150913305580616
177,3.589711,4.0186605,0.03895362466573715,0.1404368132352829
178,4.3670316,3.3548903,0.048017447193463646,0.12329968810081482
179,4.8373027,4.0690236,0.08730615178743999,0.14220479130744934
180,4.200871,4.1267343,0.0827912191549937,0.14035221189260483
181,3.6185935,4.2177978,0.037881401677926384,0.1386193260550499
182,3.993681,3.9793475,0.07045440872510274,0.1386253833770752
183,4.2344666,3.950358,0.051948403318723045,0.13269970193505287
184,3.7254953,3.7259533,0.031096075971921284,0.12426602467894554
185,4.0627294,4.045538,0.024818462630112965,0.14644338190555573
186,3.8931835,3.7347069,0.051554342110951744,0.13551056012511253
187,3.5828712,3.9041028,0.04030950367450714,0.15440770983695984
188,3.4216378,3.9026275,0.031415204207102455,0.1474161446094513
189,3.8534358,3.8047519,0.039284199476242065,0.13827762752771378
190,4.689104,3.8623157,0.05687415103117625,0.136065986007452
191,3.1091452,3.7943287,0.016936483482519787,0.13804351538419724
192,4.98931,3.6520145,0.07513841986656189,0.13646017014980316
193,3.621581,4.0240097,0.04395574827988943,0.15475572645664215
194,3.7925541,3.9624937,0.051619519790013633,0.14906887710094452
195,3.4993382,3.6563773,0.03586124132076899,0.13115087896585464
196,3.9230278,3.9867036,0.04412551720937093,0.1379542052745819
197,3.4108083,4.1261253,0.027582759658495586,0.1370008885860443
198,3.7560213,4.061938,0.03761834651231766,0.1347157508134842
199,3.2386808,4.1455245,0.022265744705994923,0.14280294254422188
200,3.7299812,4.0080214,0.036278550823529564,0.1337655559182167
201,3.623944,4.086402,0.04279861847559611,0.1335826814174652
202,3.430125,3.9127636,0.03101295232772827,0.13857826590538025
203,3.7796736,4.0368023,0.04245454569657644,0.14244091510772705
204,3.7503598,4.0568967,0.049339503049850464,0.14123018085956573
205,4.255342,4.0965056,0.028858246902624767,0.15600496903061867
206,4.560432,4.113443,0.05852434535821279,0.14596856385469437
207,3.69242,4.134654,0.04187364876270294,0.1568170115351677
208,3.5434124,3.5816355,0.03511658559242884,0.14020384475588799
209,4.0938325,3.6528735,0.05097989737987518,0.14238015562295914
210,4.369249,3.803832,0.052889347076416016,0.1415168195962906
211,4.6692615,3.937922,0.056184416015942894,0.1489463895559311
212,4.17935,3.964384,0.07890968521436055,0.14482064545154572
213,4.915446,3.8262691,0.07731642822424571,0.1409355066716671
214,4.6042647,3.850802,0.08264841636021932,0.1470126286149025
215,3.4856784,4.181023,0.02738420416911443,0.15869152545928955
216,4.2660556,4.0076447,0.09362552563349406,0.1408645436167717
217,3.3813698,3.9996352,0.026859318216641743,0.14592718333005905
218,4.1744294,4.1368,0.04885554313659668,0.15488636121153831
219,3.9948063,3.871015,0.07777837912241618,0.1332930475473404
220,3.817378,3.9389262,0.05371841291586558,0.13522984832525253
221,4.549673,3.846757,0.04273460308710734,0.12352074310183525
222,4.309529,4.14244,0.07137429217497508,0.12865324318408966
223,3.4492607,4.194692,0.02250987042983373,0.1383780688047409
224,4.526089,4.0269547,0.04508138199647268,0.1415107622742653
225,3.4675846,3.7968082,0.02629178762435913,0.1391216665506363
226,3.9016573,3.7241805,0.05213943123817444,0.1426355540752411
227,4.152658,4.06946,0.0480497678120931,0.16691351681947708
228,4.0628667,4.095806,0.06300504008928935,0.1532318815588951
229,3.633873,4.108973,0.038111090660095215,0.15002331882715225
230,3.4583142,3.7000499,0.03319116681814194,0.138964481651783
231,3.9255886,4.162057,0.052539666493733726,0.13805698603391647
232,3.6835155,4.0573215,0.028048271934191387,0.1386454999446869
233,4.5796494,3.9710536,0.053712353110313416,0.13102560117840767
234,3.9653986,4.149918,0.04999814430872599,0.14160483330488205
235,4.6957026,4.1227446,0.06330315272013347,0.14526675641536713
236,3.567211,3.7059643,0.0426615426937739,0.13933374732732773
237,3.6034515,3.8842545,0.04032197097937266,0.1321713961660862
238,4.1334467,3.7602053,0.043302069107691445,0.13561231642961502
239,4.3074174,3.67876,0.05093200008074442,0.13354912027716637
240,3.564417,3.9647384,0.040576030810674034,0.13626326620578766
241,3.6202023,3.795494,0.050117929776509605,0.13554340973496437
242,4.134709,4.189254,0.07091583808263142,0.14734361320734024
243,3.380738,4.0818825,0.01999431475996971,0.14093421772122383
244,4.38068,4.280444,0.04929815232753754,0.13581197708845139
245,4.501262,3.9267688,0.0635214497645696,0.13508744537830353
246,3.5923626,3.9191976,0.03302572170893351,0.13723808526992798
247,3.9639406,3.7875342,0.0665862758954366,0.1396007463335991
248,4.372797,3.4307985,0.04848092794418335,0.12852029874920845
249,3.9953432,3.839003,0.05663341283798218,0.13994482904672623
250,3.7550104,4.1043324,0.054622843861579895,0.1329670138657093
251,4.1565294,4.0004478,0.03835064917802811,0.13769521564245224
252,4.502707,4.20047,0.05258202056090037,0.14335808902978897
253,3.8544967,3.9350986,0.056688388188680015,0.1355847679078579
254,4.158097,3.7192538,0.04195210337638855,0.13419442251324654
255,3.8486416,4.048546,0.05506168802579244,0.14900623261928558
256,4.335797,4.095367,0.09790052970250447,0.13752957060933113
257,3.3986027,3.8115416,0.025018160541852314,0.1405225470662117
258,3.4398263,3.8242915,0.03204688926537832,0.1369183510541916
259,4.2519145,4.18402,0.05414265890916189,0.1411575898528099
260,4.4996305,3.7049222,0.039317784210046135,0.12985076755285263
261,4.6404815,3.3495178,0.05558512111504873,0.12372790649533272
262,3.344722,3.9847565,0.026545554399490356,0.1439010426402092
263,3.3751419,3.9719057,0.02732969323794047,0.13548867404460907
264,3.974581,3.8582842,0.044350311160087585,0.13596710935235023
265,3.8967493,4.016044,0.0692590872446696,0.13502748310565948
266,4.366463,3.8807902,0.05360817412535349,0.1349533498287201
267,4.176089,4.1933303,0.03516913950443268,0.1540525257587433
268,4.3163342,4.060303,0.048534855246543884,0.14834283292293549
269,4.492867,3.9073975,0.08235237002372742,0.15001311898231506
270,4.598091,3.669701,0.10078561305999756,0.13756771385669708
271,3.4360282,4.1638694,0.02810143679380417,0.15398956835269928
272,3.7254045,3.790433,0.0388983686765035,0.14320475608110428
273,3.0829203,3.6047983,0.012332414587338766,0.13008153811097145
274,4.324778,3.9061596,0.10469341278076172,0.13627877831459045
275,3.6941192,4.069142,0.039403786261876426,0.1350022852420807
276,4.3344035,4.2472105,0.04685539503892263,0.13428841531276703
277,3.4493592,3.9347186,0.034171255926291146,0.13770540058612823
278,3.5391123,4.057684,0.024308775862058003,0.13951396942138672
279,4.140789,4.100829,0.0789155513048172,0.1328938715159893
280,3.5506933,4.0976963,0.04160273571809133,0.1486109457910061
281,4.2118506,3.90151,0.05171290536721548,0.14138922095298767
282,3.386872,4.0066433,0.0314169575770696,0.1470208466053009
283,3.683019,4.020143,0.0301417609055837,0.1352570429444313
284,3.8475,3.6848245,0.05998470385869344,0.12593573704361916
285,3.0801182,3.9470565,0.014180370916922888,0.13978032022714615
286,4.160129,4.062554,0.04603585600852966,0.13790223002433777
287,5.0456643,4.264702,0.08021243413289388,0.13859672099351883
288,4.4233847,3.8622856,0.046164244413375854,0.13469883799552917
289,3.3085954,3.788269,0.021243502696355183,0.13751594722270966
290,3.1984527,3.7817702,0.020288462440172832,0.13881254941225052
291,3.30046,3.9316664,0.024040155112743378,0.14723248034715652
292,4.3716054,4.07829,0.05697744091351827,0.13831237703561783
293,3.4278662,4.2783003,0.03274817764759064,0.1451641581952572
294,4.9085693,3.9891772,0.09032776951789856,0.13494695723056793
295,3.6527808,4.2288494,0.04497378567854563,0.14100978896021843
296,3.5449524,4.055088,0.04397517442703247,0.13489454239606857
297,4.016874,3.7700036,0.046412691473960876,0.12408377230167389
298,4.533438,4.3466225,0.0522071917851766,0.13423892855644226
299,4.5105114,4.1619325,0.07130488256613414,0.13020915165543556
300,3.6061594,4.2454624,0.04529696702957153,0.15725477039813995
301,3.5799372,4.130699,0.04582540690898895,0.1397923082113266
302,3.7473304,4.1665387,0.035186966260274254,0.14398522675037384
303,3.7668047,4.076439,0.06608402729034424,0.15178671851754189
304,4.265114,4.022248,0.0436647633711497,0.1360425502061844
305,4.497959,3.8639474,0.04998384416103363,0.13912485539913177
306,3.6939847,3.9030733,0.04567722976207733,0.14081206172704697
307,3.3408992,3.812143,0.02533880869547526,0.13827385753393173
308,4.2543535,3.6679587,0.04347070058186849,0.13338470458984375
309,3.9650414,4.0532293,0.05447413523991903,0.13516823202371597
310,3.2028139,4.030041,0.01719200114409129,0.1535668820142746
311,3.5309238,3.927003,0.04110551377137502,0.12728401646018028
312,3.9713686,3.9154787,0.07294757664203644,0.13167639821767807
313,3.7256825,3.9360304,0.051200742522875466,0.12970587611198425
314,3.5485814,3.9172153,0.036941503485043846,0.13418277353048325
315,3.2057679,4.331253,0.015986920644839604,0.13402854651212692
316,4.511947,3.9594107,0.045494139194488525,0.13221684843301773
317,4.537563,3.665152,0.04914417862892151,0.11826419085264206
318,3.5334098,4.0459785,0.02964586267868678,0.14165667444467545
319,3.687743,4.0572634,0.039852326114972435,0.13686644285917282
320,4.0594134,3.93308,0.06990599632263184,0.13657347857952118
321,3.2170298,4.0198526,0.02219021071990331,0.1442059427499771
322,4.1568155,4.0354466,0.04215622444947561,0.1462087631225586
323,3.2677162,4.0516424,0.02278103182713191,0.14250978827476501
324,3.8617437,3.863438,0.06517178813616435,0.13482704013586044
325,3.5453262,4.1988225,0.0400817816456159,0.13331280648708344
326,3.6512096,4.0798903,0.032950294514497123,0.13131001591682434
327,3.3376284,3.9246984,0.02079043413201968,0.12816719710826874
328,4.589304,4.29008,0.05962573488553365,0.1386898010969162
329,4.3641033,4.1655345,0.04316448171933492,0.13757341355085373
330,3.8819485,3.676305,0.052002678314844765,0.13112559169530869
331,4.148928,3.7471743,0.05248488982518514,0.13778530061244965
332,3.352002,3.9142084,0.026442413528760273,0.1435353010892868
333,4.6062617,3.786216,0.08768560489018758,0.1399637684226036
334,3.8667042,3.730753,0.06432686746120453,0.13837357982993126
335,4.0239453,4.0298505,0.04022906223932902,0.1401577852666378
336,3.8023303,3.9588559,0.06330285966396332,0.14839860796928406
337,4.262626,4.1261578,0.05257552365461985,0.14411228895187378
338,4.556997,3.8744235,0.0791167418162028,0.14384553581476212
339,4.089002,3.8908029,0.07642682393391927,0.14460182189941406
340,4.1314497,4.004461,0.05411031345526377,0.12776696309447289
341,3.7520363,4.255546,0.052112460136413574,0.15381740406155586
342,3.3630788,4.0695004,0.026856866975625355,0.14235208928585052
343,3.8026931,4.1244497,0.05187722543875376,0.1275448463857174
344,3.8964853,4.076904,0.045841346184412636,0.131697416305542
345,4.310145,4.09973,0.042602414886156716,0.13028990104794502
346,3.4619148,4.263911,0.03243635098139445,0.15123073011636734
347,3.5102322,3.9297304,0.02279214064280192,0.14259569346904755
348,3.800871,3.9824624,0.061826651295026146,0.13939658552408218
349,4.426407,4.066808,0.0581093430519104,0.14226511865854263
350,4.876325,3.7393885,0.06764328976472218,0.13929272070527077
351,3.5207806,3.9456878,0.0335956464211146,0.14397919178009033
352,4.1797338,3.6593938,0.035397050281365715,0.14015806838870049
353,3.724103,4.099723,0.053184449672698975,0.14937718957662582
354,3.678668,3.7267933,0.045043175419171654,0.14107873290777206
355,4.261462,3.7262807,0.043166677157084145,0.13185377791523933
356,3.3469646,3.865612,0.01843978464603424,0.13738181442022324
357,3.553362,3.849945,0.047520155707995095,0.1346982643008232
358,3.8235004,4.0765095,0.054198006788889565,0.1381722316145897
359,3.5352547,4.2191486,0.04264290630817413,0.13727306574583054
360,4.4480853,3.8708038,0.049762303630510964,0.12071330472826958
361,3.751559,4.0543165,0.052065799633661904,0.13999616727232933
362,4.0479164,3.7997885,0.06604100267092387,0.12410156056284904
363,3.6113415,4.0913258,0.03467429925998052,0.13928965851664543
364,3.9039958,4.0393744,0.03821953137715658,0.1303543671965599
365,3.8115404,3.8353183,0.06049265464146932,0.12766026332974434
366,3.4571502,4.0511713,0.03440573066473007,0.13524582237005234
367,3.4224741,3.8808374,0.023754035433133442,0.13572071492671967
368,4.228661,3.9620333,0.038814609249432884,0.13920676708221436
369,3.7391918,3.8330736,0.05001862347126007,0.12861787900328636
370,4.29645,3.92786,0.04228008290131887,0.14669056981801987
371,3.719576,4.1852317,0.03463332851727804,0.14767242968082428
372,3.4897928,3.9475346,0.036220483481884,0.14581218361854553
373,3.2038248,4.0243506,0.021087450285752613,0.13622977584600449
374,4.0960555,4.1125145,0.07059925297896068,0.1386687234044075
375,4.752684,3.863083,0.09295406937599182,0.13574185222387314
376,3.7870324,4.006784,0.05134613811969757,0.1386130079627037
377,3.7729928,4.102581,0.04646565020084381,0.1432572677731514
378,3.3807354,4.014716,0.02893654505411784,0.14467615634202957
379,4.798805,3.9285085,0.09169671932856242,0.13324327766895294
380,4.0775394,3.868215,0.07896870374679565,0.13449016213417053
381,3.8448837,4.077047,0.05289452771345774,0.13473697751760483
382,4.1030936,3.9978142,0.029659373064835865,0.14082393795251846
383,3.807668,4.275334,0.060198704401652016,0.14340991526842117
384,3.5794537,3.5008936,0.023685609300931294,0.12859966605901718
385,3.431343,3.926221,0.030899604161580402,0.1420256793498993
386,3.2753737,4.186916,0.021665963033835094,0.15742645040154457
387,3.9361897,3.993239,0.06614444156487782,0.14332474768161774
388,4.3755364,4.2244816,0.04841114580631256,0.13931292295455933
389,3.5604284,3.9480052,0.033479238549868263,0.1379885897040367
390,3.3507102,3.6966145,0.02161743740240733,0.13161587342619896
391,3.5091152,3.9484892,0.03344040364027023,0.14807279407978058
392,3.4524496,3.7180195,0.03614586591720581,0.1372264251112938
393,4.222008,3.7823193,0.060628811518351235,0.13366804271936417
394,3.8784468,3.7862067,0.05940178533395132,0.13698865473270416
395,3.5104103,3.9605289,0.043000057339668274,0.1379838064312935
396,4.2328873,4.020175,0.040047685305277504,0.14498692005872726
397,4.506083,3.814702,0.08674448728561401,0.1407153531908989
398,3.4102993,4.22615,0.03128978113333384,0.15591562166810036
399,3.9103591,3.9056525,0.051275596022605896,0.14388231188058853
400,3.738457,4.0678167,0.05855712294578552,0.13318850100040436
401,3.5955975,3.715427,0.044197400410970054,0.13727731257677078
402,3.804267,4.2391863,0.03842437515656153,0.16303476318717003
403,4.1067715,3.9689956,0.08423598607381184,0.14694486930966377
404,4.1008782,3.8846688,0.08185697595278423,0.13599929213523865
405,3.537495,3.8759782,0.037358030676841736,0.13809073716402054
406,3.9355166,4.07324,0.0370966965953509,0.13071071729063988
407,4.0298357,4.2271953,0.0602657695611318,0.13568942993879318
408,3.705965,3.9482589,0.056026920676231384,0.12766807153820992
409,3.8084514,3.895206,0.038529135286808014,0.13891158998012543
410,3.2833672,3.6228223,0.019499485691388447,0.13281381875276566
411,3.6213028,3.7013144,0.035970491667588554,0.132537592202425
412,3.2807865,4.0027514,0.025367374221483868,0.1451185643672943
413,3.431385,3.7296524,0.029762980838616688,0.1355407051742077
414,3.9231987,4.14373,0.07075964411099751,0.14185788482427597
415,3.6171157,3.5829961,0.032096157471338906,0.13419239595532417
416,4.153088,3.6856217,0.05749277273813883,0.13238658383488655
417,4.1241355,3.6981401,0.06181587278842926,0.12905272841453552
418,3.6019258,4.0917163,0.043630739053090416,0.1404997557401657
419,3.7640002,4.075932,0.05204762021700541,0.13819534331560135
420,3.482767,4.098188,0.033113785088062286,0.142863892018795
421,3.4321318,3.7898207,0.036432301004727684,0.12947718054056168
