,Tree depth,No.Estimators,Train MAPE,Train RMSE,Train R2
0,1,1,0.08683988549126867,1.0022415129094755,0.00023569898135955558
1,2,1,0.08684038483193025,1.0022203085992696,0.00027800233408015185
2,3,1,0.08682960070006812,1.0020611155382773,0.0005955695674625394
3,4,1,0.086813222130246,1.0021246386831846,0.000468856089179126
4,1,4000,0.05993891277136797,0.775182631327679,0.401917744702714
5,2,4000,0.04910818428444212,0.6292462594658346,0.6059111606553335
6,3,4000,0.04128464372129042,0.5188099353398951,0.7321020321420504
7,4,4000,0.035298400660718265,0.4448844872951244,0.8030085505407027
8,1,8000,0.052940784989476714,0.7001425254612299,0.5121056777867101
9,2,8000,0.03735856710213147,0.47162093835003355,0.7786196821440329
10,3,8000,0.02683307519064396,0.33490861035692454,0.8883636889648121
11,4,8000,0.020011034935609236,0.2475718850248999,0.9389963954087899
12,1,12000,0.048834095171936334,0.6460822399174136,0.5845407273363354
13,2,12000,0.029148674144313075,0.36688649050297,0.8660273056894329
14,3,12000,0.018402881623543102,0.22441268733338599,0.9498757758471791
15,4,12000,0.0122026881252182,0.1465026916771839,0.9786378943502053
