,Tree depth,No.Estimators,Train MAPE,Train RMSE,Train R2,Train CRMSD,Train data based prediction,Train data Standard Deviation
0,1,1,0.16920979729435842,4.220525849269304,0.0009122331823337992,4.320384607698513,0.0028999006583203153,4.222452219206776
1,1,501,0.1424472688729318,3.441064412416355,0.33586538477233985,3.4658863373311726,1.102846133053534,4.222452219206776
2,1,1001,0.1259738814392278,2.9992868212470616,0.4954473275782846,3.004448787250312,1.8447648405727237,4.222452219206776
3,1,1501,0.11689466882203654,2.7704868028981844,0.5694905551072609,2.771043650286785,2.3015450860005267,4.222452219206776
4,1,2001,0.11114695117148889,2.642360866536353,0.6083891012656599,2.64276163032902,2.5890827318987584,4.222452219206776
5,1,2501,0.10742923445362634,2.5633243316363887,0.6314659394982496,2.563583006041344,2.749993224882239,4.222452219206776
6,1,3001,0.10361522460648381,2.4919202469127333,0.6517117767329605,2.4921192303311503,2.865323045068195,4.222452219206776
7,1,3501,0.10106281880458823,2.4458495145024752,0.6644710654450502,2.4460430713237344,2.8973344271180284,4.222452219206776
8,1,4001,0.09903456144284356,2.408702098050881,0.674585654666495,2.409539630899977,3.007465575678202,4.222452219206776
9,1,4501,0.09744566549370672,2.373048835583021,0.6841478308200365,2.373847837571933,3.0543579278811928,4.222452219206776
10,150,1,0.1691837325300265,4.2194109747521935,0.0014399922415808675,4.319484157789712,0.004037139957913502,4.222452219206776
11,150,501,0.1264740957447375,3.1561271194952676,0.44129895162257304,3.2258523273941684,1.2464150268508374,4.222452219206776
12,150,1001,0.10071452373008674,2.491724364577003,0.6517665303546653,2.535867341119964,2.0666965563003057,4.222452219206776
13,150,1501,0.08418806201085781,2.0998096978398624,0.7526964295074406,2.13164062682315,2.5597464917414237,4.222452219206776
14,150,2001,0.07171351709915415,1.7924339095617408,0.8197991583552383,1.8129693500990598,2.9357818889080947,4.222452219206776
15,150,2501,0.06271093738099232,1.6038541062991327,0.8557219602521684,1.619942583527099,3.1460313704893332,4.222452219206776
16,150,3001,0.05436803586446844,1.4211911651381535,0.8867141910097025,1.4337436728713489,3.352488270580067,4.222452219206776
17,150,3501,0.048554502589843826,1.2912283769211736,0.9064859995842581,1.3031936522227066,3.4550563969792054,4.222452219206776
18,150,4001,0.04308668293638607,1.1634359114337354,0.9240801323830878,1.1732786809743077,3.556407892423919,4.222452219206776
19,150,4501,0.03877299067329112,1.0522731911235388,0.9378948629839503,1.0592664007079426,3.6548583986410264,4.222452219206776
20,300,1,0.1691987625859765,4.218977075523912,0.0016453536731476648,4.318905412590951,0.004486006576773282,4.222452219206776
21,300,501,0.12645752924837225,3.1588513783634964,0.4403340328365307,3.2301719338517367,1.243938384697179,4.222452219206776
22,300,1001,0.10115135475486745,2.5133405707292193,0.6456983329246881,2.560180429031203,2.0389037969034702,4.222452219206776
23,300,1501,0.08472658541055418,2.0972692288641306,0.7532944713133238,2.1266712191258383,2.573112039517957,4.222452219206776
24,300,2001,0.07136486431207514,1.815069891587779,0.8152190405345854,1.8363971990166987,2.918611258605641,4.222452219206776
25,300,2501,0.062014044879602936,1.5880345326687841,0.8585540891635619,1.6035588243762389,3.158083389535907,4.222452219206776
26,300,3001,0.0545297293798319,1.4267224800153122,0.8858306520374423,1.4381667475766533,3.342128793265023,4.222452219206776
27,300,3501,0.048573807130565444,1.2909378508494493,0.9065280761049607,1.301302316196227,3.4551621495631872,4.222452219206776
28,300,4001,0.04322936758378124,1.157110331664058,0.9249034379964511,1.1658458048994607,3.560465568518914,4.222452219206776
29,300,4501,0.038860594429776844,1.0616013697610853,0.93678888475246,1.0712467013058335,3.6302017454774798,4.222452219206776
30,450,1,0.16918938555452584,4.219705676398269,0.0013004999965531283,4.319698482527885,0.00384756549700872,4.222452219206776
31,450,501,0.1271417386440887,3.15098185907763,0.4431191059311814,3.218524241018914,1.2664303155483723,4.222452219206776
32,450,1001,0.10137532930500942,2.4962818616626867,0.6504914900923184,2.5408087460810496,2.0602072775525504,4.222452219206776
33,450,1501,0.08372812196355008,2.087300218455849,0.7556342422470999,2.1195695433396353,2.5845269406048637,4.222452219206776
34,450,2001,0.07196269137792699,1.8057536209920195,0.8171110354435838,1.825491365451463,2.916261063558825,4.222452219206776
35,450,2501,0.06243544491139647,1.5978622390321378,0.8567979683746076,1.6143148066959496,3.146815388747963,4.222452219206776
36,450,3001,0.05465887690715399,1.43542249032887,0.8844340202989218,1.44757343112693,3.3245609779216925,4.222452219206776
37,450,3501,0.04810251248342579,1.2799796834952055,0.9081082198172181,1.291450540571123,3.463855665605183,4.222452219206776
38,450,4001,0.043289328271770226,1.1591452010278758,0.9246390793526057,1.1677582185609372,3.585459952080447,4.222452219206776
39,450,4501,0.03907731549865558,1.0550094224761122,0.9375714584448087,1.0640592619590306,3.645700032279494,4.222452219206776
