,Tree depth,No.Estimators,Train MAPE,Train RMSE,Train R2,Train CRMSD,Train data based prediction,Train data Standard Deviation,Train Pearson Correlation coefficient
0,1,1,0.20455621004927232,5.8345967248104715,0.0011299810301909075,5.873669525183074,0.00444368646138567,5.837896012982625,0.7426423235300408
1,1,1401,0.1152628877523115,3.2715648883271204,0.6859503112727294,3.274511898835264,3.28408013579099,5.837896012982625,0.8910069251667716
2,1,2801,0.09206817794965773,2.6320641150423447,0.796726755779463,2.6338242459783903,4.570811131708514,5.837896012982625,0.9002859620136818
3,1,4201,0.08481884883258176,2.481811653095549,0.8192722136909536,2.4819952029336894,4.966920834465428,5.837896012982625,0.9068848532852856
4,1,5601,0.08162423866902702,2.4026349471338286,0.8306197109308817,2.402865007577517,5.095948120034291,5.837896012982625,0.9122313990348868
5,1,7001,0.0792924315877404,2.332085974774374,0.8404207555835017,2.3323676073729622,5.112614759203929,5.837896012982625,0.9177059299883044
6,1,8401,0.07699035929159047,2.274445732701285,0.8482116469925776,2.2747437728869198,5.141486304777194,5.837896012982625,0.9219058503003965
7,1,9801,0.07504664366598174,2.214653779004089,0.8560873488496284,2.215049054640517,5.173531909715725,5.837896012982625,0.9261120040107629
8,1,11201,0.07327128918528819,2.1709770793023573,0.8617077741359757,2.17168796407588,5.183273477610975,5.837896012982625,0.9292049881475751
9,1,12601,0.07151895007286838,2.122269882128026,0.867843504984994,2.1229087091578713,5.192876180674048,5.837896012982625,0.9325772630621887
10,2,1,0.20444109747800893,5.832483034473225,0.0018535681357900735,5.871526377748182,0.006236920953938871,5.837896012982625,0.8680250372017406
11,2,1401,0.10091425311665014,2.848880196595424,0.761858183033939,2.8774691398322414,3.806444634342508,5.837896012982625,0.9103471688255587
12,2,2801,0.07954986149698967,2.323373117578884,0.8416109294256552,2.3254749129646988,4.720046399068047,5.837896012982625,0.9247561306841545
13,2,4201,0.07085024566554156,2.0748752294538133,0.8736802486401354,2.0758529773507397,5.0244427578314825,5.837896012982625,0.9378958503655093
14,2,5601,0.06343756995310611,1.8791792718253355,0.8963847410031305,1.8801997255552765,5.184787956325612,5.837896012982625,0.9487233762876462
15,2,7001,0.05790145053198498,1.7177928646311653,0.9134177477019348,1.7187482613237184,5.263009953552268,5.837896012982625,0.9573584151076229
16,2,8401,0.05316366637221294,1.5873165098440443,0.9260710808067735,1.5881073292302716,5.316910932199352,5.837896012982625,0.9637865301598338
17,2,9801,0.04870670220197418,1.4600762872757804,0.9374484053585695,1.460713886333236,5.340785675849904,5.837896012982625,0.9697765006023874
18,2,11201,0.045425140267126844,1.3598382076821283,0.9457422513710669,1.3616182034373852,5.376596267282418,5.837896012982625,0.9739334064598149
19,2,12601,0.04226579482829885,1.2717538103514296,0.9525437534938569,1.2758021016875591,5.409559030896763,5.837896012982625,0.9772984779566599
20,3,1,0.20448028033363386,5.8331930933291,0.0016105204145585583,5.872352415553793,0.005460347315046014,5.837896012982625,0.861406787522179
21,3,1401,0.09466483897593003,2.632748282508555,0.7966210660930576,2.636786000661357,3.800759919986814,5.837896012982625,0.9375375727401556
22,3,2801,0.06519939090514662,1.9144533978936285,0.8924583022304627,1.9142903035398866,4.893182521147463,5.837896012982625,0.9515095864422181
23,3,4201,0.053784565698317306,1.6037553355704923,0.9245318821920222,1.6039617829542077,5.183668496029508,5.837896012982625,0.9645816418513585
24,3,5601,0.04633365614962308,1.3997389725815594,0.9425114440642155,1.4008301009693858,5.327421590378984,5.837896012982625,0.9727026076298818
25,3,7001,0.040760039222471664,1.2147236815987048,0.9567045471111814,1.2179964579970557,5.397568083406676,5.837896012982625,0.9796634717212239
26,3,8401,0.03581344734426757,1.0680490727993421,0.966528921612783,1.0704966374548612,5.456565541953094,5.837896012982625,0.9843829013104552
27,3,9801,0.03175807261991165,0.9427403179778885,0.9739221698747452,0.9439023382887526,5.5040107714446895,5.837896012982625,0.9879055324033494
28,3,11201,0.02828965164934371,0.8307866205068454,0.9797480765199618,0.8338242690129656,5.530127832748938,5.837896012982625,0.9907786081928225
29,3,12601,0.025336362046501703,0.7436822406173074,0.983772107905557,0.7463113698648826,5.5682351912898085,5.837896012982625,0.9926116610542169
30,4,1,0.2044680655511108,5.833462748615405,0.0015182117186546273,5.872773056744972,0.005308010358553695,5.837896012982625,0.8353439044755548
31,4,1401,0.08642683704402827,2.4457940933666413,0.8244798126112655,2.454133102696862,3.8800628201515246,5.837896012982625,0.9527871342067933
32,4,2801,0.0569044519237941,1.6677450568365186,0.9183893918065612,1.6674708102522409,4.946721373770888,5.837896012982625,0.9656763104154098
33,4,4201,0.04397937152359281,1.3159458317731203,0.9491883479062675,1.315796080211412,5.26898598520601,5.837896012982625,0.9771202398657179
34,4,5601,0.03642717526453407,1.0895898823853858,0.9651651925798821,1.0907980679739855,5.396910401432577,5.837896012982625,0.9842505487493368
35,4,7001,0.029890343913963707,0.8925251239229823,0.976626260997878,0.8955795838967171,5.505069941943326,5.837896012982625,0.9893300399384886
36,4,8401,0.025343570898722377,0.74824509253978,0.9835723650125585,0.7553899890404216,5.5555603810544145,5.837896012982625,0.9925981288232121
37,4,9801,0.021131024091201638,0.624519650192598,0.9885559563458857,0.6350677706195837,5.60795179584254,5.837896012982625,0.99485150046813
38,4,11201,0.018044893458913747,0.5296500385755829,0.991768759203326,0.541259457427169,5.639756919592486,5.837896012982625,0.9963363069456419
39,4,12601,0.015366883108936568,0.448618791278401,0.9940946966472465,0.466889968892264,5.671556839533273,5.837896012982625,0.9973787978273213
