,Tree depth,No.Estimators,Train MAPE,Train RMSE,Train R2,Train CRMSD,Train data based prediction,Train data Standard Deviation,Train Pearson Correlation coefficient
0,1,1,0.1639564448921189,4.08581955713506,0.0009090481547467943,4.135671237798175,0.003263824604944115,4.087677927606792,0.5696568188255655
1,1,501,0.1419435184162201,3.3701215646573,0.3202678784388041,3.3786231641042725,1.0408181200366384,4.087677927606792,0.7564050799450289
2,1,1001,0.12734457277288136,2.9490289788936117,0.47951916761385127,2.949163402121045,1.7586447262114346,4.087677927606792,0.7724004946767031
3,1,1501,0.11832888451197866,2.729660355283736,0.5540728811589231,2.729701327916739,2.220269478374426,4.087677927606792,0.7816941260459231
4,1,2001,0.11233920250302737,2.618791301603003,0.5895611713222868,2.6186814966891547,2.451653445080562,4.087677927606792,0.7914200288173125
5,1,2501,0.10867169546395114,2.53986639906853,0.6139279111288926,2.5399169574936677,2.6274114177700376,4.087677927606792,0.7989703141286654
6,1,3001,0.10489461831501684,2.484698473797087,0.6305173527864811,2.4845587428571316,2.7130804913654787,4.087677927606792,0.8068788835091149
7,1,3501,0.10209384072092606,2.441812942452847,0.643161715600542,2.441789056177558,2.769025928717077,4.087677927606792,0.8134402565751515
8,1,4001,0.0999574422545895,2.399381886177548,0.6554554284247741,2.399332183746135,2.8598378185567315,4.087677927606792,0.8182635311996
9,1,4501,0.09837173618505338,2.365680560989499,0.6650662880697054,2.3660321854181237,2.905198418453471,4.087677927606792,0.8232495574873688
10,150,1,0.1638977306291518,4.083847321831208,0.0018733427598781605,4.134104107341646,0.0049553550357442615,4.087677927606792,0.7732732678541482
11,150,501,0.12232642833659606,3.026103266163364,0.4519576137080549,3.0609966182173087,1.2351918757866742,4.087677927606792,0.8992468152741786
12,150,1001,0.09710756157433464,2.385971636256745,0.6592960149951987,2.4094444196071674,2.0206477334908395,4.087677927606792,0.91424356897744
13,150,1501,0.07911186181090615,1.9769178445357953,0.7661034030174283,1.994255862522653,2.528814877629552,4.087677927606792,0.9288910680244191
14,150,2001,0.06648705851378309,1.6951615578670736,0.8280236013266404,1.7087858200386024,2.85724891796,4.087677927606792,0.9420719173014844
15,150,2501,0.056782297941469335,1.4845396709669454,0.8681044098756332,1.4931422293182646,3.0739798046256044,4.087677927606792,0.9534090971298721
16,150,3001,0.04953147690687488,1.3239596877286277,0.8950950010726677,1.3324701064446036,3.2386803841082803,4.087677927606792,0.9611487568864722
17,150,3501,0.04297748904914307,1.1672454913361041,0.9184599318238047,1.1743273095576172,3.3908202994361707,4.087677927606792,0.96844012772732
18,150,4001,0.03764679160956552,1.0540136807445142,0.9335126297356594,1.0598798265495974,3.4883708974209267,4.087677927606792,0.9737011176675235
19,150,4501,0.03402644563241312,0.9587139549343775,0.9449921389476814,0.9647637916844958,3.5626901106157742,4.087677927606792,0.9779438806238654
20,300,1,0.16391186864882495,4.083979564542157,0.0018086992500965238,4.134180303892629,0.004722393037020107,4.087677927606792,0.783378277835369
21,300,501,0.12237745094731672,3.0602756496645838,0.43951014858325255,3.0991910889892775,1.183075821491208,4.087677927606792,0.9045851653720782
22,300,1001,0.09673173827067355,2.411596051519064,0.6519386596063346,2.4371972697764206,1.98027275127335,4.087677927606792,0.9156747058716215
23,300,1501,0.08025959411464205,2.0072947031824495,0.7588601772982198,2.026596724930555,2.475227501604519,4.087677927606792,0.9297738813813421
24,300,2001,0.06634427055894845,1.701086786257456,0.826819255547725,1.7142499834808849,2.851128345097239,4.087677927606792,0.9417911082666905
25,300,2501,0.056798082533543355,1.4882276004821602,0.867448279440727,1.498364394922279,3.082092625854425,4.087677927606792,0.9524696683138504
26,300,3001,0.049906966956492056,1.3336378365143364,0.8935556837206742,1.3411200487798933,3.2605217706567866,4.087677927606792,0.9590739905388406
27,300,3501,0.0431848863488939,1.189079289241029,0.9153809218423276,1.19536476433004,3.3891419355583934,4.087677927606792,0.9666586447113803
28,300,4001,0.038200071471874424,1.0714707758577884,0.9312919978494782,1.077076858340951,3.487804180450711,4.087677927606792,0.9724203285244737
29,300,4501,0.03382214150167556,0.9602298323469306,0.9448180492806141,0.9663076587545459,3.549577891278033,4.087677927606792,0.978252726305041
30,450,1,0.16395761654845786,4.084925430530313,0.0013462755179556307,4.135050613875165,0.0037501875864540983,4.087677927606792,0.7341800205225727
31,450,501,0.12188491595599847,3.0317675115122054,0.44990404744081147,3.068529501948857,1.2199787910486428,4.087677927606792,0.9033907573037943
32,450,1001,0.09688424274192234,2.379265508861512,0.6612085217509418,2.404561637778813,2.0170712288721737,4.087677927606792,0.9170793362149428
33,450,1501,0.07890171631620978,1.988077160238999,0.7634553488244786,2.0085057164728104,2.494396515181607,4.087677927606792,0.9311410260085764
34,450,2001,0.06670534536472895,1.7000274300393197,0.827034885902216,1.713992624387523,2.8370737201983243,4.087677927606792,0.9431579578057013
35,450,2501,0.05688425828271215,1.49444978625083,0.8663375816324386,1.5040579920933,3.0991541848751463,4.087677927606792,0.9506369918849884
36,450,3001,0.04890762061847975,1.3106697229675275,0.8971905124593788,1.3193079670149648,3.247159274358803,4.087677927606792,0.9620617543829532
37,450,3501,0.04310098575894879,1.1635270263426762,0.9189786246553805,1.169343709749121,3.3975476163160403,4.087677927606792,0.9684582702130008
38,450,4001,0.03757691604464289,1.0538223034832919,0.9335367717670119,1.0591663421598116,3.501412723876445,4.087677927606792,0.9732698450012727
39,450,4501,0.033925933944703945,0.9559292654225313,0.9453112275542362,0.9623018385711202,3.5477929798762133,4.087677927606792,0.9786071895174601
