,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.0877187840953403,2.5318935383327297,0.8119046015896341,2.5318255434084573,4.828946253486427,5.837896012982625,0.9043634004667278
Test,0.1051185665849665,3.266570432105808,0.6695492275638213,3.262956067203359,5.007487467680883,5.682489487615398,0.820923275379557
