,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.021636483506341238,0.14707266339510336,0.697483873813569,0.14707266339510336,0.2233185387911362,0.267397715184587,0.835154999873418
Test,0.03576352677120991,0.2399803846748304,0.47127017737832244,0.23860439590215435,0.20588289823466632,0.3300341204499272,0.6944847617269526
