,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.08787742133250656,2.533245421519845,0.8117036840637061,2.534664740727019,4.848588286732425,5.837896012982625
Test,0.10575128014511731,3.2732474694071465,0.6681969302784116,3.432309462456727,5.0454468051128405,5.682489487615398
