,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.08713892497747422,2.1721113346320546,0.7176350258694457,2.19374511766088,2.268664670326372,4.087677927606792
Test,0.13057612203935628,3.26069922675035,0.34633978749683025,3.2578285493888193,2.218232779615415,4.033060297289175
