,Tree depth,No.Estimators,Train MAPE,Train RMSE,Train R2,Train CRMSD,Train data based prediction,Train data Standard Deviation
0,1,1,0.053927165533923065,0.2672533480711659,0.0010795016828448745,0.2761911121429236,0.0002076295936343933,0.267397715184587
1,1,1401,0.03137546757137014,0.17358962359478824,0.5785635074931806,0.1747100575369683,0.14100780757863868,0.267397715184587
2,1,2801,0.0252427199150553,0.15367757316504085,0.6697022591945991,0.15390423382588717,0.18426029034122732,0.267397715184587
3,1,4201,0.023060682787264163,0.1444484050210397,0.708183316447762,0.1449053630196863,0.20157575477226922,0.267397715184587
4,1,5601,0.022591941563078644,0.1384975125930895,0.7317321905520588,0.13906921180492782,0.21046376631798355,0.267397715184587
5,1,7001,0.022195045589204182,0.13368823489814913,0.750039724618207,0.1345009883171565,0.21645876929046598,0.267397715184587
6,1,8401,0.021900556787229776,0.12983031739839676,0.7642580597985267,0.13063502766277646,0.21806504246387967,0.267397715184587
7,1,9801,0.021335069117161806,0.1257969428245298,0.7786778963415004,0.12679454984196786,0.2187403419545326,0.267397715184587
8,1,11201,0.02086889017372549,0.12270904688866559,0.7894099820590272,0.12411352674795217,0.2194260739995909,0.267397715184587
9,1,12601,0.020521026443136497,0.11877602579525771,0.8026931352615148,0.12085024109670649,0.22135563165813085,0.267397715184587
10,2,1,0.05393752128815814,0.2672867917535567,0.0008294792198323409,0.27627437371509345,0.00017003577812823401,0.267397715184587
11,2,1401,0.027659990879841893,0.15505537991921592,0.6637530955908086,0.1572404548793632,0.15582808608310145,0.267397715184587
12,2,2801,0.021113765955015375,0.1271913969655184,0.7737440075401426,0.12957123060150566,0.19851987596152157,0.267397715184587
13,2,4201,0.018987141662103045,0.11205806105918314,0.8243812736832126,0.1143379253093428,0.21547545088261008,0.267397715184587
14,2,5601,0.017583582137381256,0.10091955398449169,0.8575589190237041,0.1025505312857221,0.22402572207439575,0.267397715184587
15,2,7001,0.016437632943484146,0.09256291806785459,0.8801718951704419,0.09539323446913753,0.2291112105015488,0.267397715184587
16,2,8401,0.014954783600539602,0.0838217607290895,0.9017351547979277,0.08720876075461231,0.2342640614621204,0.267397715184587
17,2,9801,0.013823284930359343,0.07695361524817608,0.917178580233521,0.08277494552225897,0.23663280394405875,0.267397715184587
18,2,11201,0.012735743363752342,0.07117749293810967,0.929145083636305,0.07672928843195391,0.23895243889237766,0.267397715184587
19,2,12601,0.011753928217224794,0.06561404428408817,0.9397886685718583,0.07161419177238612,0.24111196111699415,0.267397715184587
20,3,1,0.053927113708628266,0.2672351475867972,0.0012155539940383875,0.2761751632517582,0.00022625143276688075,0.267397715184587
21,3,1401,0.02481265938325356,0.1361334175524248,0.7408124654293602,0.14012984631521608,0.16427763433688128,0.267397715184587
22,3,2801,0.017279256411111405,0.10198493856626087,0.854535608984199,0.10403172748459057,0.21001883862559717,0.267397715184587
23,3,4201,0.014489846626585194,0.08451998645815967,0.9000912665360906,0.08678174590120004,0.22781704544469106,0.267397715184587
24,3,5601,0.012653596952270548,0.07147079725774948,0.9285599303539603,0.07732366811835992,0.23608753560139806,0.267397715184587
25,3,7001,0.0109927271302078,0.061456125053789515,0.9471779851492478,0.06895471867627653,0.24121236532024276,0.267397715184587
26,3,8401,0.009584807390848374,0.053849267446856586,0.9594450177969893,0.05701334010023572,0.24532771469503714,0.267397715184587
27,3,9801,0.008194182964292748,0.046805354630487274,0.96936092172657,0.04905137133068017,0.24849467657455104,0.267397715184587
28,3,11201,0.007063619959070757,0.04037847465925483,0.9771973965951826,0.041573227218885116,0.2512587294684421,0.267397715184587
29,3,12601,0.006208776601774492,0.035903320362454305,0.9819717386848417,0.036842412606296886,0.25343332613720815,0.267397715184587
30,4,1,0.053912244226697104,0.2671639310049209,0.0017478233235369567,0.27614498062839865,0.00026658629032628143,0.267397715184587
31,4,1401,0.023393769587857827,0.12641811139037712,0.7764867817486439,0.12982289347549417,0.16824187157488454,0.267397715184587
32,4,2801,0.015129339053166402,0.08799439125884861,0.8917084429189618,0.09035198673341886,0.21571615860112758,0.267397715184587
33,4,4201,0.01153615326689832,0.06800901256862092,0.9353129189332992,0.07282237741613254,0.23432360208514172,0.267397715184587
34,4,5601,0.009375570225173057,0.05421775965808016,0.9588880807178122,0.05778101045711722,0.24270185987184936,0.267397715184587
35,4,7001,0.007791413860010201,0.04498975915728963,0.971691819739623,0.04704699790204119,0.24823478664383578,0.267397715184587
36,4,8401,0.006251677282442887,0.03639168981771967,0.9814779496603642,0.037535357915460664,0.25212354726377406,0.267397715184587
37,4,9801,0.005195143045657865,0.03054871548754878,0.9869481965993856,0.03132126482528247,0.25515499899190935,0.267397715184587
38,4,11201,0.004195925073139317,0.02494605195188138,0.9912966136862955,0.025317926877646977,0.2578363262032857,0.267397715184587
39,4,12601,0.0036123796060120615,0.0211939437137433,0.9937178519208714,0.02135362674542771,0.2595422393575456,0.267397715184587
