,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.087633407122792,2.1676218903426836,0.7188010358822465,2.1655834106932788,2.2765535026469697,4.087677927606792,0.9242635144408097
Test,0.13101090202453505,3.256445303074392,0.3480442113981551,3.2502334194719147,2.2503833902871695,4.033060297289175,0.5930952103008165
