,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.08724459615494143,2.532470292444241,0.8118188972352256,2.532321930313119,4.847137414321031,5.837896012982625,0.9040351344624289
Test,0.10454780450061328,3.2644912295945576,0.6699697636738762,3.260251819727984,5.030558939971693,5.682489487615398,0.8215176414699927
