,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.08736635487200653,2.160152056050157,0.720735774034679,2.1587179255058335,2.2913668690189284,4.087677927606792,0.9234853151649228
Test,0.13191984166631968,3.27044501688002,0.34242654374798576,3.2655451570165663,2.258520169163764,4.033060297289175,0.5874958619088045
