,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.08717357530758064,2.5300257409847764,0.812182018071611,2.5299038524456186,4.832048612354025,5.837896012982625,0.9044864224258599
Test,0.10463915751108863,3.271396685428349,0.6685720453272925,3.2670901086401236,5.012903843620555,5.682489487615398,0.8205150918325509
