,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.06319802887021994,0.7916904962853866,0.35211914574035863,0.7916780308236162,0.3914432148397882,0.9835758536894537,0.6413987868853999
Test,0.07266438531081602,0.9649143260896321,0.12365756268963968,0.9641992965713181,0.4146604963075864,1.030746414734295,0.35645088272377384
