,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.08713892497747422,2.1721113346320546,0.7176350258694457,2.1696519665372422,2.268664670326372,4.087677927606792,0.924593206789476
Test,0.13057612203935628,3.26069922675035,0.34633978749683025,3.2535962839854293,2.218232779615415,4.033060297289175,0.5924394932479741
