,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.08787742133250656,2.533245421519845,0.8117036840637061,2.5332424053928606,4.848588286732425,5.837896012982625,0.903930739820346
Test,0.10575128014511731,3.2732474694071465,0.6681969302784116,3.271167855505678,5.0454468051128405,5.682489487615398,0.8204662543439056
