,No. Neurons,Epoch,Train MAPE,Train RMSE,Train R2
0,1,0,1.0404991308848064,18.900922775268555,-19.92233721415202
1,1,1,1.0404085318247478,18.567350387573242,-33.73931439717611
2,1,2,1.0410444736480713,18.150352478027344,-81.55453046162923
3,1,3,1.0415797233581543,17.92992401123047,-46.32820828755697
4,1,4,1.0418213605880737,17.981605529785156,-24.632788976033527
5,1,5,1.0397762854894002,18.90778350830078,-19.518061637878418
6,1,6,1.039389729499817,19.42500877380371,-19.68345355987549
7,1,7,1.0380256573359172,19.544031143188477,-20.06498908996582
8,1,8,1.0406372944513957,17.961381912231445,-33.60633786519369
9,1,9,1.039577047030131,18.238624572753906,-47.61108716328939
10,1,10,1.0386673212051392,18.656028747558594,-28.63935724894206
11,1,11,1.0392361084620159,18.21950340270996,-43.774740854899086
12,1,12,1.038318355878194,18.558568954467773,-36.011260986328125
13,1,13,1.0381436745325725,18.508310317993164,-67.9594554901123
14,1,14,1.0377031167348225,19.253599166870117,-18.16416613260905
15,1,15,1.0374027093251545,18.7341365814209,-40.15421994527181
16,1,16,1.036633054415385,19.220022201538086,-25.11186408996582
17,1,17,1.037082036336263,18.609384536743164,-810.6489404042562
18,1,18,1.0360361735026042,19.72443199157715,-19.323816935221355
19,1,19,1.0362072785695393,19.878150939941406,-21.76054573059082
20,1,20,1.0366847117741902,18.66416358947754,-35.702966372172035
21,1,21,1.0351094007492065,19.71502113342285,-21.670875549316406
22,1,22,1.0363892714182537,18.655075073242188,-31.797325134277344
23,1,23,1.0365729729334514,19.038705825805664,-19.394524256388348
24,1,24,1.0355740785598755,19.13808250427246,-20.750525156656902
25,1,25,1.0374004046122234,17.93132972717285,-40.16412607828776
26,1,26,1.0364869435628254,18.18731117248535,-55.69313176472982
27,1,27,1.034233808517456,19.944536209106445,-19.76992130279541
28,1,28,1.0358883142471313,18.5633544921875,-20.751854578653973
29,1,29,1.0358359416325886,18.26658058166504,-39.75292078653971
30,1,30,1.0355242888132732,18.59307098388672,-20.97534243265788
31,1,31,1.0363173087437947,17.902713775634766,-40.788112004597984
32,1,32,1.0338553587595622,19.33563804626465,-22.832050959269207
33,1,33,1.0339372555414836,19.38524055480957,-19.36428737640381
34,1,34,1.034444530804952,18.444684982299805,-58.96991157531738
35,1,35,1.0349680185317993,18.17218780517578,-33.72072664896647
36,1,36,1.03413724899292,18.40481185913086,-71.82375081380208
37,1,37,1.032541831334432,19.499610900878906,-22.189646402994793
38,1,38,1.035351276397705,17.9258975982666,-24.14242935180664
39,1,39,1.0340389013290405,18.504791259765625,-20.66876284281413
40,1,40,1.0334207614262898,18.35449981689453,-428.4848289489746
41,1,41,1.0333269437154133,18.57731056213379,-25.272592544555664
42,1,42,1.0337706009546916,18.042694091796875,-65.19573593139648
43,1,43,1.0342923800150554,17.76522445678711,-44.583808263142906
44,1,44,1.033454418182373,18.045242309570312,-49.2121213277181
45,1,45,1.0321195125579834,18.672731399536133,-35.23157183329264
46,1,46,1.0351464748382568,17.49623680114746,-22.276086807250977
47,1,47,1.0329575141270955,18.071884155273438,-33.54823875427246
48,1,48,1.0322415033976238,18.275827407836914,-42.498570124308266
49,1,49,1.0328928629557292,18.03211784362793,-22.964805603027344
50,1,50,1.029392679532369,20.29772186279297,-27.293253580729168
51,1,51,1.0301933685938518,19.733186721801758,-19.809667587280273
52,1,52,1.031487504641215,18.327417373657227,-33.694911321004234
53,1,53,1.0312751928965251,18.396095275878906,-27.335378646850586
54,1,54,1.0302135547002156,19.2448787689209,-19.15458806355794
55,1,55,1.0322226683298747,17.60960578918457,-59.147467931111656
56,1,56,1.0301496585210164,18.78690528869629,-23.57198715209961
57,1,57,1.0285842021306355,19.83429527282715,-24.282811482747395
58,1,58,1.031560738881429,17.732961654663086,-36.575788497924805
59,1,59,1.0306124289830525,18.704587936401367,-20.718048731486004
60,1,60,1.0299066702524822,18.60791778564453,-21.927273432413738
61,1,61,1.0297919909159343,18.252578735351562,-81.50505065917969
62,1,62,1.0293609301249187,18.501209259033203,-34.91734949747721
63,1,63,1.0294910271962483,18.214195251464844,-90.32964769999187
64,1,64,1.0286093950271606,18.824676513671875,-24.94131088256836
65,1,65,1.0286296606063843,18.57975196838379,-40.94088363647461
66,1,66,1.0306659936904907,17.550373077392578,-26.678985595703125
67,1,67,1.0298558076222737,18.000288009643555,-21.475569407145183
68,1,68,1.0291431744893391,18.03850555419922,-28.65341313680013
69,1,69,1.028119961420695,18.59565544128418,-23.336750666300457
70,1,70,1.0272295872370403,19.572599411010742,-19.942941347757976
71,1,71,1.0288785298665364,17.838666915893555,-35.601097424825035
72,1,72,1.026734709739685,19.299100875854492,-21.974398930867512
73,1,73,1.0273699363072712,18.390514373779297,-122.41005261739095
74,1,74,1.0287944475809734,17.742815017700195,-24.059038798014324
75,1,75,1.0278177658716838,17.977401733398438,-40.912698109944664
