,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.08799127298313637,2.183627385143673,0.7146330165110102,2.1815777765504882,2.2595363197508056,4.087677927606792,0.9232816986077511
Test,0.13069679700263326,3.257469488371441,0.3476340534045196,3.251629150822236,2.2390888088609078,4.033060297289175,0.5927769214070986
