,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.11532349982915331,2.6532446093019826,0.5786905105684332,2.6532446093019826,3.1095665104727575,4.087677927606792,0.7607171028499577
Test,0.13990470417049555,3.07993160128716,0.4168064481125413,3.068147617201846,2.954932375524693,4.033060297289175,0.6538189609320149
