,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.06303647498085581,0.7910823200767201,0.35311416684592145,0.7910796225144994,0.39208946005059625,0.9835758536894537,0.6422260964695921
Test,0.07210636430381716,0.9641740650288297,0.12500166821701486,0.9637146081712729,0.4075239125996346,1.030746414734295,0.35682102671445803
