,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.07048392104009829,0.8840065565696411,0.19221598403485085,0.8840065565696411,0.431223686620788,0.9835758536894537,0.43842443366542727
Test,0.0758292656146111,0.9632550432091692,0.12666891761924526,0.9607896467574614,0.43036915685310945,1.030746414734295,0.36580023131898215
