,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.10524630080253879,2.944700432833143,0.7455692895679653,2.944700432833143,5.040810373270426,5.837896012982625,0.8634635426976437
Test,0.1169783029428651,3.2065274872987946,0.6815856349586535,3.2005635120780362,4.752820574625362,5.682489487615398,0.8263593458577865
