,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.019434265466383598,0.13123387852835813,0.7591334209776525,0.13123387852835813,0.23297898448645846,0.267397715184587,0.8712826297922234
Test,0.039261623313375835,0.27847810760043273,0.28802550710366204,0.27427922969783486,0.24271862922885043,0.3300341204499272,0.5780242274767743
