,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.06273254157653904,1.43780938248621,0.8762773291660858,1.43780938248621,3.8264624680607597,4.087677927606792,0.9360968588592133
Test,0.11213164212566475,2.9691071648279435,0.45802117906872586,2.957079343984659,3.2103352939295022,4.033060297289175,0.6884550343719195
