,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation,Pearson Correlation coefficient
Train,0.05211418645460374,0.7299714039982399,0.44919740494832805,0.7299714039982399,0.6592140845778239,0.9835758536894537,0.6702219072429131
Test,0.08224131007981973,1.0426841118830317,-0.023297342235968355,1.0305766260635616,0.848438942310773,1.030746414734295,0.41176541576235215
