,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.09176610450477059,2.2898950675582923,0.705895495927628,2.3274698897260957,2.3273416348882887,4.222452219206776
Test,0.12732988019335845,3.075878086151406,0.3816174748305232,3.075527008871395,2.087511041427862,3.9114745946766805
