,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.025015456051022116,0.15224289631312982,0.6817423459465519,0.15247842644875306,0.1943238830626897,0.2698656501591162
Test,0.037742611641932315,0.23535000082390373,0.4644448809997458,0.23548199993183364,0.16641269096765504,0.3215970947599258
