,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.05999884965512338,0.7763086156170947,0.400179005238944,0.776337622481416,0.42037239512500385,1.0023596474448624
Test,0.06916359494446102,0.9371185260000446,0.12523105673029455,0.9344950004359824,0.3977863659732972,1.0019541434737136
