,MAPE,RMSE,R2,CRMSD,Predictions Standard Deviation,Data Standard Deviation
Train,0.086668226721689,2.5396950061931687,0.8236263831273626,2.5396901102535265,5.077362133608168,6.04734512200944
Test,0.10520771399607473,3.17546687233641,0.6705165284181858,3.1754609848987814,4.8314125200528615,5.5321095255308474
